video,scene,lighting,camera_angle,distance,occlusion,source_dataset,note
livingroom_adl_030_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_031_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_032_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_033_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_034_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_035_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_036_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_037_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_038_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_039_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_040_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_041_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_042_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_043_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_044_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_045_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_046_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_047_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_048_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_049_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_050_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_051_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_052_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_053_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_054_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_adl_055_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_001_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_002_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_003_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_004_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_005_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_006_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_007_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_008_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_009_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_010_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_011_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_012_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_013_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_014_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_015_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_016_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_017_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_018_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_019_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_020_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_021_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_022_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_023_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_024_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_025_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_026_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_027_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_028_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_029_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_030_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_031_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_032_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_033_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_034_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_035_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_036_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_037_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_038_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_039_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_040_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_041_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_042_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_043_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_044_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_045_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_046_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_047_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_048_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_049_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_050_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_051_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_052_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_053_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_054_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_055_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_056_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_057_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_058_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_059_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_060_20260827.mp4,livingroom,unknown,ceiling,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_061_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_062_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_063_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_064_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_065_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_066_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_067_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_068_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_069_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_070_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_071_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_072_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_073_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_074_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_075_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_076_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_077_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_078_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_079_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_080_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_081_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_082_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_083_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_084_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_085_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_086_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_087_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_088_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_089_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_090_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_091_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_092_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_093_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_094_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_095_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_096_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_097_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_098_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_099_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_100_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_101_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_102_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_103_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_104_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_105_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_106_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_107_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_108_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_109_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_110_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_111_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_112_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_113_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_114_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_115_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_116_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_117_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_118_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_119_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_120_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_121_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_122_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_123_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_124_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_125_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_126_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_127_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_128_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_129_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_130_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
